"reference","reef.number","name","formation","system","series","interval","latitude","longitude","biota.main","country","collection.pbdb","remarks","authors","year","title","editors","paper","number","pages"
1741,2603,"Chateauneuf, Charentes ","  ","Cretaceous ","Upper Cretaceous ","Turonian ",46.9167,-1.9167,"Corals ","France ","","Typical Turonian coral species: Actinastaea decaphylla A. tuberculata Actinacis haueri Astrataea media Dimorphastrea glomerata Hydnophora styriaca Nefophyllia multicincta Pachyphyllia minor Placosmilia gracilis Synastraea agaricites Valliculastraea spinosa","Beauvais, L., Beauvais. M. ",1974,"Studies on the world distribution of the Upper Cretaceous corals. - ","  ","Second Int. Symposium on Coral Reefs ","1 ","475-494 "
1741,2604,"Angoulème, Charentes ","  ","Cretaceous ","Upper Cretaceous ","Turonian ",45.65,0.1333,"Corals ","France ",""," ","Beauvais, L., Beauvais. M. ",1974,"Studies on the world distribution of the Upper Cretaceous corals. - ","  ","Second Int. Symposium on Coral Reefs ","1 ","475-494 "
1741,2626,"Maastricht ","  ","Cretaceous ","Upper Cretaceous ","Maastrichtian ",50.8333,5.7167,"Corals ","Netherlands ",""," ","Beauvais, L., Beauvais. M. ",1974,"Studies on the world distribution of the Upper Cretaceous corals. - ","  ","Second Int. Symposium on Coral Reefs ","1 ","475-494 "
1741,2618,"Padurea Mts. ","Rosia-Bihor ","Cretaceous ","Upper Cretaceous ","Santonian ",46.25,23.25,"Corals ","Romania ","","Rosia-Bihor Fms. Coral bioherms indicated.","Beauvais, L., Beauvais. M. ",1974,"Studies on the world distribution of the Upper Cretaceous corals. - ","  ","Second Int. Symposium on Coral Reefs ","1 ","475-494 "
1741,2617,"Pieninski, Carpathians ","  ","Cretaceous ","Upper Cretaceous ","Santonian ",49.4167,20.1667,"Corals ","Poland ",""," ","Beauvais, L., Beauvais. M. ",1974,"Studies on the world distribution of the Upper Cretaceous corals. - ","  ","Second Int. Symposium on Coral Reefs ","1 ","475-494 "
1741,2602,"Betlehem ","  ","Cretaceous ","Upper Cretaceous ","Cenomanian ",31.7,35.2,"Corals ","Israel ","","Coral reefs.","Beauvais, L., Beauvais. M. ",1974,"Studies on the world distribution of the Upper Cretaceous corals. - ","  ","Second Int. Symposium on Coral Reefs ","1 ","475-494 "
1742,2601,"Plauen ","  ","Cretaceous ","Upper Cretaceous ","Cenomanian ",51,13.8333,"Corals ","Germany ","74193 ","Coral reefs(?) in the Pläner facies. Many colonial coral species: Montlivaltia? tourtiensis Bölsche Leptophyllia patellata Mich. Synhelia gibbosa Psammohelia granulata Bölsche Thamnastraea tenuissima M. Edwards Thamnastraea conferta M. Edwards Thamnastaea belgica? Dimorphastraea parallela Reuss Astrocoenia tourtiensis Bölsche, Latimaeandra fromenteli Bölsche","Bölsche, W. ",1871,"Die Korallen des unteren Pläners im Sächsischen Elbthale ","Geinitz, H.B. ","Das Elbthalgebirge in Sachsen 1. Der untere Quader ","20 ","45-59 "
1743,2608,"Morelos ","  ","Cretaceous ","Upper Cretaceous ","Turonian ",18.75,-99,"Corals ","Mexico ","","Locality unknown Coral and hippuritid reef formations.","Burckhardt, C. ",1930,"Etude synthétique sur le Mesozoique mexicain. - ","  ","Abh. Schweiz. palaeont. Ges. ","50 ","1-233 "
1743,2609,"Guerrero ","  ","Cretaceous ","Upper Cretaceous ","Turonian ",18.25,-99.75,"Rudists ","Mexico ","","Locality unknown Coral and hippuritid reef formations.","Burckhardt, C. ",1930,"Etude synthétique sur le Mesozoique mexicain. - ","  ","Abh. Schweiz. palaeont. Ges. ","50 ","1-233 "
1743,2622,"Coalcoman ","  ","Cretaceous ","Upper Cretaceous ","Campanian ",18.3333,-102.6667,"Rudists ","Mexico ","","Coral and Hippurites formation. Colonial and solitary corals. Locality unknown.","Burckhardt, C. ",1930,"Etude synthétique sur le Mesozoique mexicain. - ","  ","Abh. Schweiz. palaeont. Ges. ","50 ","1-233 "
1743,2606,"San Luis Potosi ","  ","Cretaceous ","Upper Cretaceous ","Turonian-Coniacian ",22,-100,"Corals ","Mexico ","","Locality unknown. Coral and hippuritid reef formations.","Burckhardt, C. ",1930,"Etude synthétique sur le Mesozoique mexicain. - ","  ","Abh. Schweiz. palaeont. Ges. ","50 ","1-233 "
1743,2607,"Hidalgo ","  ","Cretaceous ","Upper Cretaceous ","Turonian-Coniacian ",20.3333,-98.75,"Rudists ","Mexico ","","Locality unknown Coral and hippuritid reef formations.","Burckhardt, C. ",1930,"Etude synthétique sur le Mesozoique mexicain. - ","  ","Abh. Schweiz. palaeont. Ges. ","50 ","1-233 "
1744,2613,"Curacao, Netherland Antilles ","  ","Cretaceous ","Upper Cretaceous ","Coniacian-Santonian ",12.25,-69.0833,"Corals ","Netherlands ","","Only hermatypic corals indicated.","Gerth, M. ",1928,"Beiträge zur Kenntnis der mesozoischen Korallenfaunen von Südamerika ","  ","Leid. geol. Meded. ","3 ","1-15 "
1745,2614,"Chichkaya ","  ","Cretaceous ","Upper Cretaceous ","Coniacian ",40,45.5,"Corals ","Armenia ","","Position doubtful. Reef building corals indicated.","Gasanov, T.A., Babaev, R.G. ",1969,"On the problem of age of the carbonatic formations of the Chichkaya region (Armenia). - in Russian ","  ","Akad. Nauk Azerbaidjian ","25 ","41-44 "
1746,2619,"Godogani ","  ","Cretaceous ","Upper Cretaceous ","Santonian ",42.2667,42.7667,"Corals ","Georgia ","","Small coral dominated bioherms.","Bendukidze, N.S. ",1956,"Upper Cretaceous corals of Geodogani and Oudzlouri. - (in Russian) ","  ","Akad. Nauk Georg. SSR ","9 ","B2 "
1747,2620,"Bordj Cedina, Potinville ","  ","Cretaceous ","Upper Cretaceous ","Santonian ",36.7,10.3833,"Corals ","Tunisia ","","Coral buildups. No paleontological description.","Mangani, ",1959,"Les calcaires a Polypiers de Bordj Cedria, Potonville. - ","  ","Notes Serv. geol. Tunis ","19 ","7-17 "
1751,2627,"Libyan Desert ","  ","Paleogene ","Paleocene ","Danian ",27.5,24.5,"Corals ","Egypt ","86950 ","Reef building and solitary corals. Position changed!","Wanner, J. ",1902,"Die Fauna der obersten weissen Kreide der Libyschen Wüste ","  ","Palaeontographica ","30 ","91-152 "
1752,2624,"Vah Valley ","  ","Cretaceous ","Upper Cretaceous ","Campanian ",48.8333,17.95,"Corals ","Slovakia ","88191 ","Belusa bioherms.","Andrusov, D. ",1959,"Le Crétacé des Karphathes de la Slovaquie. - ","  ","Int. geol. Congress Mexico. El Sistema Cretacio ","1 ","201-219 "
1753,2623,"Mira ","  ","Cretaceous ","Upper Cretaceous ","Campanian ",40.4333,-8.7333,"Corals ","Portugal ","74563 ","Scattered coral debris.","Felix, J. ",1903,"Korallen aus dem portugiesischen Senon ","  ","Zeitschrift deutsche Geologische Gesellschaft ","55 ","45-55 "
1754,2628,"Hummingbird Creek, Alberta ","Palliser ","Devonian ","Upper Devonian ","middle Famennian ",52.8333,-116,"Stromatoporoids ","Canada ","","35 m thick and several km long reef complex. Stromatoporoid reef with interbedded peloidal and skeletal wackestones, and mudstones. Laminar Labechia palliseri and Clathrostroma cf. jukkense prevail. Solenporacean algae rare.","Peterhänsel, A., Pratt, B.R. ",1998,"Stromatoporoid patch reefs from the Famennian (Upper Devonian) Palliser formation, west-central Alberta, Canada. - ","  ","15th Int. Sedimentological Congress IAS, Alicante, Abstracts ","  ","619 "
1755,2630,"Naves, Ardèche ","Cordon grumeleux ","Jurassic ","Upper Jurassic ","middle Oxfordian ",44.3333,4.05,"Microbes ","France ","","See reef 2629. Small isolated stromatolitic knobs also in lower Kimmeridgian and lower Tithonian. Cryptalgal bodies enriched in radiolarians relative to surrounding deposits.","Dromart, G. ",1989,"Deposition of Upper Jurassic fine-grained limestones in the western Subalpine Basin, France. - ","  ","Palaeogeography, Palaeoclimatology, Palaeoecology ","69 ","23-43 "
1755,2629,"Aubenas, Ardèche ","Cordon grumeleux ","Jurassic ","Upper Jurassic ","middle Oxfordian ",44.6667,4.4333,"Microbes ","France ","","Cordon grumeleux Submerged plateau, transitional between Jura shelf and Tethyan basin. Cryptalgal carbonate bodies. Lime mudstones and wackestones bound by stromatolitic crusts. Lenticular bodies 0.5 m thick, 1-3 m wide.","Dromart, G. ",1989,"Deposition of Upper Jurassic fine-grained limestones in the western Subalpine Basin, France. - ","  ","Palaeogeography, Palaeoclimatology, Palaeoecology ","69 ","23-43 "
1756,2631,"Civetta, Dolomites ","Sciliar Dolomite ","Triassic ","Middle Triassic ","Ladinian ",46.4,12.1333,"Calcisponges ","Italy ","73877 ","Sciliar Dolomite and Cassian Dolomite. 17 reef building taxa discussed. Sphinctozoans, microbial crusts, Tubiphytes, microbroblematica. Few Solenoporaceans. Corals rare but sometime forming patch reefs. Primary pores preserved and sometimes widened, mostly destroyed by abundant fibrous marine cement. Observations from non-dolomitzed slope.","Fois, E., Gaetani, M. ",1981,"The northern margin of the Civetta buildup. Evolution during the Ladinian and the Carnian. - ","  ","Rivista Italiana Paleontologia ","86 ","469-542 "
1758,2632,"Fincastle, Virginia ","Chepultepec-Stonehenge ","Ordovician ","Lower Ordovician ","Lower Canadian ",37.5,-79.8667,"Microbes ","United States ","80573 ","Middle Member of Chepultepec/Stonehenge Fms. Thrombolitic mounds interbedded with skeletal muds and sands. Maximum 10 m thick and 50 m wide mounds composed of stacked bioherms. Type grainy thrombolites and Girvanella mounds.","Bova, J.A., Read, J.F. ",1987,"Incipiently drowned facies within a cyclic pertidal ramp sequence, Early Ordovician Chepultepec interval, Virginia Appalachians. - ","  ","Geological Society of America Bulletin ","98 ","714-727 "
1758,2633,"Hebron, Virginia ","Chepultepec/Stonehenge ","Ordovician ","Lower Ordovician ","Lower Canadian ",38.1333,-79.15,"Microbes ","United States ","80570 ","Middle Member of Chepultepec/Stonehenge Fms. Thrombolitic mounds. Type muddy bioherms. Vermiform fabrics by trapping and binding of lime mud by sponges and algal mats. Microspar cavity-fills interpreted as bioeroded sponge-silt. Cavities probably formed by bioerosion.","Bova, J.A., Read, J.F. ",1987,"Incipiently drowned facies within a cyclic pertidal ramp sequence, Early Ordovician Chepultepec interval, Virginia Appalachians. - ","  ","Geological Society of America Bulletin ","98 ","714-727 "
1758,2634,"Avens Bridge, Virginia ","Chepultepec/Stonehenge ","Ordovician ","Lower Ordovician ","Lower Canadian ",36.6667,-82,"Microbes ","United States ","80575 ","Middle Member of Chepultepec/Stonehenge Fms Small thrombolitic bioherms. See reef 2632 for further remarks.","Bova, J.A., Read, J.F. ",1987,"Incipiently drowned facies within a cyclic pertidal ramp sequence, Early Ordovician Chepultepec interval, Virginia Appalachians. - ","  ","Geological Society of America Bulletin ","98 ","714-727 "
1759,2635,"Goose Arm, Newfoundland ","Petit Jardin ","Cambrian ","Upper Cambrian ","Middle-Dresbachian ",49.1,-57.75,"Microbes ","Canada ","","Carbonate belt behind platform edge. Stromatolite and thrombolite mounds occur throughout the section, but do not occupy a specific position in the assemblage. Epiphyton-cementstone evident from fig. 85 in James (1983).","Chow, N., James, N.P. ",1987,"Cambrian grand cycles: a northern Appalachian perspective ","  ","Geological Society of America Bulletin ","98 ","418-429 "
1764,3514,"Kuybyshevo, Belbek River, Crimea ","  ","Cretaceous ","Lower Cretaceous ","upper Berriasian ",44.65,33.8667,"Stromatoporoids ","Ukraine ","68998 ","bioherm with hydrozoans as the main reef builders","Arkadiev, V.V., Bugrova, I.Yu. ",1999,"Facies of the Cretaceous (Berriasian) deposits from the River Belbek Area (Southwestern Crimea). - ","  ","Facies ","40 ","71-80 "
1764,2636,"Voskhod and Rodnoye, Chornaya River Basin, Crimea ","  ","Cretaceous ","Lower Cretaceous ","upper Berriasian ",44.55,33.7333,"Corals ","Ukraine ","22962 ","Lower part of boissieri zone of the Berriasian. Small bioherms (3-5 m thick, 4 m wide) of hermatypic corals and algae. Maximum 6 m thick. Intermound areas filled with bioclastic grainstones and packstones with fragments of corals and others. Framework of massive colonial (massive platy and pacheloid/ramose) corals and Lithocodium. Abstract ref. 1764: A section of Berriasian deposits from the River Belbek area (Southwestern Crimea) containing coral-algal bioherms is described. A detailed lithological and palaeontological description of one of these bioherms is given. Lithological features of Berriasian carbonate rocks are discussed, microfacies analysis of these rocks with there palaeontological remains are carried out. The history of the Berriasian development of the territory will be reconstructed.","Arkadiev, V.V., Bugrova, I.Yu. ",1999,"Facies of the Cretaceous (Berriasian) deposits from the River Belbek Area (Southwestern Crimea). - ","  ","Facies ","40 ","71-80 "
1765,2637,"Ayton Farm, North Yorkshire, England ","  ","Jurassic ","Upper Jurassic ","middle Oxfordian ",54.3333,-0.5,"Corals ","United Kingdom ","22784 ","Solenopora-gastropod facies as pre- and inter-reef sediments. Reefs as a series of 2m thick isolated structures. Coral skeletal volume very high (90%). Highly micritized carbonate grains, and high bioerosion through bivalves. Effectively monospecific buildup dominated by Thamnasteria concinna. 30-40 cm sized colonies.","Insalaco, E. ",1999,"Facies and palaeoecology of Upper Jurassic (middle Oxfordian) coral reefs in England. - ","  ","Facies ","40 ","81-100 "
1768,2639,"Lauron, La Nerthe ","Calcaire Blanc Supérior ","Cretaceous ","Lower Cretaceous ","lower Valanginian ",43.3833,5.2833,"Rudists ","France ","","Calcaire Blanc Supérior Monopleura clusters","Gili, E., Masse, J. P. & Skelton, P. W. ",1995,"Rudists as gregarious sediment dwellers, not reef builders, on Cretaceous carbonate platforms. - ","  ","Palaeogeography, Palaeoclimatology, Palaeoecology ","118 ","245-267 "
1769,2640,"Periquillos, Colima ","  ","Cretaceous ","Upper Cretaceous ","lower Cenomanian ",19.25,-104,"Rudists ","Mexico ","","Recumbent rudist lithosome (Immanitas bed)","Huffington, T.L. ",1981,"Faunal zonation and hydrothermal diagenesis of a Cenomanian (Middle Cretaceous) rudist reef, Paso del Rio, Colima, México ","  ","Thesis Univ. Texas at Austin ","  ","123 "
1770,2641,"Portopalo, Pachino, Sicily ","  ","Cretaceous ","Upper Cretaceous ","Maastrichtian ",36.6833,15.1333,"Rudists ","Italy ","74623 ","Massive rudist lithosome with prominent domal shape (4 m high, 5 m wide). Highly dispersed cylindrical elevator rudists (Hippurites) in an micritic sandy matrix. Vocanoclastic setting. Abstract ref. 1770: Maastrichtian strata from the Pachino area (SE Sicily) provide a model of association between rudist-coral frameworks and submarine volcanic activity. Two successive carbonate units are distinguished: (a) Coral- rudist bioherms and biostromes developed in a high-energy environment. (b) Hippuritid build-ups and banks overlain by rudist-coral clusters which grew under harsher ecological conditions, in a weaker current regime. At the top of the Maastrichtian sequence, the growth of rudist-coral frameworks ceased as ecological conditions shifted toward restricted environments. The inferred succession reflects a gradual decrease in current strengths and water depths, related to the Maastrichtian regression phase. The frameworks display consistent evolutionary sequences reflecting progressive changes in their biota, structure, and size and shape. Occurrences of rudist-coral frameworks are clearly linked with submarine volcanoes which provided opportunities for their development; they sometimes grew in the vicinity of active-vent centers, a feature reported for the first time in the Upper Cretaceous.","Camoin, G., Bernet-Rollande, M.C. & Philip, J. ",1988,"Rudist-coral frameworks associated with submarine volcanism in the Maastrichtian of the Pachino area (Sicily). - ","  ","Sedimentology ","35 ","123-138 "
1771,2646,"Moukharemi, Edessa ","  ","Cretaceous ","Upper Cretaceous ","Campanian ",40.8,21.95,"Corals ","Macedonia ","64308 ","Massive limestone with coral-rudist float- to rudstones. Strongly bored and enrusted by corallinaceans. Lapeirouseia identified.","Steuber, T. ",1995,"Die Rudisten aus der Kreide Böotiens ","  ","Habilitationsschrift Universität Köln ","  ","279 p. "
1771,2642,"Koronia, Helicon Mountains ","  ","Cretaceous ","Lower Cretaceous ","middle Albian ",38.3417,22.9667,"Corals ","Greece ","60368 ","Autochthonous reef limestones in ophiolitic conglomerates, sandstones and marls. Corals, encrusting algae, sponges. Rudists in the back reef.","Steuber, T. ",1995,"Die Rudisten aus der Kreide Böotiens ","  ","Habilitationsschrift Universität Köln ","  ","279 p. "
1771,2645,"Antikyra ","  ","Cretaceous ","Upper Cretaceous ","middle Maastrichtian ",38.3594,22.6289,"Rudists ","Greece ","64302 ","Clusters of Hippuritella lapeirousei overlain by biomicritic limestones.","Steuber, T. ",1995,"Die Rudisten aus der Kreide Böotiens ","  ","Habilitationsschrift Universität Köln ","  ","279 p. "
1771,2643,"Marmeko, Boeotia ","  ","Cretaceous ","Upper Cretaceous ","Turonian/Coniacian ",38.4722,23.275,"Rudists ","Greece ","64253 ","Clusters and biostromes of Radiolites souvagesi and Vaccinites inferus above coquina horizon. Chaetetids associated.","Steuber, T. ",1995,"Die Rudisten aus der Kreide Böotiens ","  ","Habilitationsschrift Universität Köln ","  ","279 p. "
1771,2644,"Kiriaki ","  ","Cretaceous ","Upper Cretaceous ","Santonian-Campanian ",38.3444,22.7833,"Rudists ","Greece ","64297 ","Vaccinites chaperi and thick-shelled radiolitids.","Steuber, T. ",1995,"Die Rudisten aus der Kreide Böotiens ","  ","Habilitationsschrift Universität Köln ","  ","279 p. "
1776,2648,"Vrbovac, Bacevica, Serbia ","Vrbovac Beds ","Cretaceous ","Upper Cretaceous ","Maastrichtian ",43.7833,22.0833,"Rudists ","Yugoslavia ","74558 ","New rudist genus and several new species described.","Sladic-Trifunovic, M. ",1978,"Pironaea branislavi, a new pironaean species from the Maestrichtian sediments of the Vrbovac reef, loc. Bacevica, eastern Serbia. - ","  ","Geoloski Anali balkanskoga Poluostrva (= Annales géologiques de la Péninsule balkanique) ","42 ","401-412 "
1779,2370,"Monte Pellegrino, Palermo, Sicily ","  ","Cretaceous ","Lower Cretaceous ","Aptian ",38.1667,13.35,"Rudists ","Italy ","","Densely packed caprinids and radiolitids. Overlying rudist debris and coral tufts. Encrusters: Lithocodium, Pseudolithothamnium.","Camoin, G. ",1983,"Plates-formes carbonatées et récifs à rudistes du Crétacé de Sicile. - ","  ","Travaux du Laboratoire de Géologie historique et de Paléontologie ","13 ","1-244 "
1781,2615,"Corbières ","  ","Cretaceous ","Upper Cretaceous ","Santonian ",43,2.6667,"Rudists ","France ","","Bioherms at La Jouane Sougraigne St. Louis Jean-Marie-de Parahou La Bastide de Champs La Fajolle","Sénesse, P. ",1952,"Hippuritidés et faciès récifaux des Corbières méridionales. - ","  ","Recueil des Traveaux des Laboratoires de Botanique, Géol. et Zool. de la Faculté des Scienc., Traveaux du Laboratoire de Géol., Mémoire ","2 ","1-76 "
1782,2650,"Maré, Loyalty Islands, Melanesia ","  ","Neogene ","Miocene ","Middle Miocene ",-21.5,168,"Algae ","Pacific ","","Dolomitic rhodolite facies (Middle Miocene) with karstic surface.","Bourrouilh-Le Jan, F.G., Hottinger, L.C. ",1988,"Occurrence of rhodolites in the tropical Pacific - a consequence of Mid-Miocene paleo-oceanographic change. - ","  ","Sedimentary Geology ","60 ","355-367 "
1782,2651,"Lifou, Loyalty Islands, Melanesia ","  ","Neogene ","Miocene ","Middle Miocene ",-20.8333,167.1667,"Algae ","New Caledonia ","","See reef 2650.","Bourrouilh-Le Jan, F.G., Hottinger, L.C. ",1988,"Occurrence of rhodolites in the tropical Pacific - a consequence of Mid-Miocene paleo-oceanographic change. - ","  ","Sedimentary Geology ","60 ","355-367 "
1782,2652,"Rurutu, Polynesia ","  ","Neogene ","Miocene ","Upper Miocene ",-22.45,-151.35,"Corals ","Pacific ","","Belongs to France 60 m high cliffs on northwestern side of the island composed of packstone with big fragments of coral grading into wackestone. Doublet repeated every 30-50 cm. branched corals replaced by massive coral heads in successive layers.","Bourrouilh-Le Jan, F.G., Hottinger, L.C. ",1988,"Occurrence of rhodolites in the tropical Pacific - a consequence of Mid-Miocene paleo-oceanographic change. - ","  ","Sedimentary Geology ","60 ","355-367 "
1782,2655,"Tongatabu, Tonga, Pacific ","  ","Neogene ","Pliocene ","Pliocene ",-21.15,-175.2,"Corals ","Tonga ",""," ","Bourrouilh-Le Jan, F.G., Hottinger, L.C. ",1988,"Occurrence of rhodolites in the tropical Pacific - a consequence of Mid-Miocene paleo-oceanographic change. - ","  ","Sedimentary Geology ","60 ","355-367 "
1783,2649,"Castelcucco, Veneto ","  ","Neogene ","Miocene ","Aquitanian ",45.8333,11.8667,"Algae ","Italy ","","Massive or coarsely bedded rhodolithic biostromes overlain by coarse-grained glauconitic biocalcarenites. Tide- and wave-dominated delta setting. Biostromes developed on offshore bars. Some bryozoans, serpulids and bivalves associated. Phosphate indicates plenty of nutrients.","Scudeler Baccelle, L., Reato, S. ",1988,"Cenozoic algal biostromes in the eastern Veneto (northern Italy): a possible example of non-tropical carbonate sedimentation. - ","  ","Sedimentary Geology ","60 ","197-206 "
1784,2654,"Nauru, Pacific ","  ","Neogene ","Miocene ","lower Miocene ",-0.55,166.9167,"Corals ","Nauru ",""," ","Elschner, K. ",1913,"Corallogene Phosphat-Inseln Austral-Oceaniens und ihre Produkte ","  ","  ","  ","188 p. "
1784,2653,"Nauru, Pacific ","  ","Neogene ","Miocene ","lower Miocene ",-0.55,166.9167,"Corals ","Nauru ","","Coral facies covered by incresing amounts of coralline algae.","Elschner, K. ",1913,"Corallogene Phosphat-Inseln Austral-Oceaniens und ihre Produkte ","  ","  ","  ","188 p. "
1786,1144,"Mecsek Mountains II ","  ","Cretaceous ","Lower Cretaceous ","Valanginian-Barremian ",46.1667,18.25,"Corals ","Hungary ","25151 ","At least 26 coral species. Additionally stromatoporoids and coralline algae. Abstract ref. 1786: Macro- and microfossils and microfacies of a few Lower Cretaceous sections in the Mecsek Mountains have been studied . Twenty five species of corals are reported for the time first from the Hungarian Cretaceous . Fossils derived from the carbonate platform are often found together with those of pelagic origin and monomictic volcanoclastics , indicating a special sedimentary environment . Based on this study the following model is proposed for the Early Cretaceous geological history of the Mecsek Mountains : instead of overall uplift and erosion giant basalt volcanoes grew above sea level until the Valanginian , whilst bathyal conditions were preserved between them . The volcanoes were bordered by gravel beaches , then sandy and silty lagoons , and the edge , of submarine slopes were crowned by atoll-type build-ups . Fossils and rocks of dif ferent environments were transported down the slopes of the volcanoes and mixed . As a result of widespread erosion during the Late Cretaceous or Palaeogene only the basal parts of a few volcanoes are preserved .","Csázár, G., Turnsek, D. ",1996,"Vestiges of atoll-like formations in the Lower Cretaceous of the Mecsek Mountains , Hungary ","  ","Cretaceous Research ","17 ","419-442 "
1786,1145,"Mecsek Mountains III ","  ","Cretaceous ","Lower Cretaceous ","Albian ",46.1667,18.25,"Corals ","Hungary ","","see 1144.","Csázár, G., Turnsek, D. ",1996,"Vestiges of atoll-like formations in the Lower Cretaceous of the Mecsek Mountains , Hungary ","  ","Cretaceous Research ","17 ","419-442 "
1790,2656,"Central Ranges, Trinidad ","  ","Cretaceous ","Lower Cretaceous ","Aptian ",10.4833,-61.2,"Corals ","Trinidad and Tobago ","25536 ","12 genera and 14 species of coral described. All from 'zoogenic' limestone blocks with worn coral fragments. Corals, sponges, echinoderms, pelecypods and nerineid gastropods indicated.","Wells, J.W. ",1948,"Lower Cretaceous corals from Trinidad, B.W.I. ","  ","Journal of Paleontology ","22 ","608-616 "
1791,2658,"El Tigre, Sonora ","Mural Limestone ","Cretaceous ","Lower Cretaceous ","Aptian-Albian ",30.5833,-109.2167,"Corals ","Mexico ","","Impoverished continuation of the Glen rose reef trend. Strong bioerosion evident on plates.","Wells, J.W. ",1946,"Some Jurassic and Cretaceous corals from northern Mexico ","  ","Journal of Paleontology ","20 ","1-7 "
1792,2657,"Tehucacan, Pueblo ","  ","Cretaceous ","Lower Cretaceous ","Valanginian-Hauterivian ",18.4667,-97.3833,"Corals ","Mexico ","","Reef coral fauna","Felix, J. ",1891,"Versteinerungen aus der mexikanischen Jura- und Kreide-Formation ","  ","Palaeontographica ","37 ","140-194 "
1793,2659,"Lamy, New Mexico ","Carlile Shale ","Cretaceous ","Upper Cretaceous ","middle Turonian ",35.4917,-105.8931,"Corals ","United States ","23527 ","1.5 m thick coral thicket of ahermatypic coral Archohelia dartoni Wells. Blue Hill Shale Member Zonation by different sedimentation rates and accompanied variations in debris production. Moderately deep cool water coral accumulation.","Coates, A.G., Kauffman, E.G. ",1973,"Stratigraphy, paleontology and paleoenvrionment of a Cretaceous coral thicket, Lamy, New Mexico. - ","  ","Journal of Paleontology ","47 ","953-968 "
1795,2660,"Vanderbeek, Leon Co., Texas ","  ","Jurassic ","Upper Jurassic ","Kimmeridgian-Tithonian ",31.2333,-96.2833,"Siliceous sponges ","United States ","","Amoco well Outboard reef trend on distally steepened ramp. Two major types of reefs may occur both in an outboard an inboard position during latest Kimmeridgian and earliest Tithonian, resp. Vanderbeck is an outboard reef, Reef is coral dominated at base but rich in siliceous sponges and microbial crust at top. Data refer to cement-rich coral-sponge-microbial boundstones and skeletal pack-/grainstones. Best reservoir quality in shoal grainstone with reefal debris. Ideal sequence in area Top marine shlae marl shallow lagoon debris flow coral-calcareous sponge microbiolite reef reefal debris debris fan shallow outer ramp sponge-thrombolite reef upper deep marine ramp coral-calcareous algal reef with washover fan lagoon.","Montgomery, S.L., Walker, T.H., Wahlman, G.P., Tobin, R.C. & Ziegler, D. ",1999,"Upper Jurassic 'Reef' play, east Texas basin: an updated overview: part 1 - background and outboard trend ","  ","AAPG Bulletin ","83 ","707-726 "
1796,2662,"Flat Gap, Tennessee ","Copper Ridge Dolomite ","Cambrian ","Upper Cambrian ","Dresbachian ",36.35,-82.9333,"Microbes ","United States ","","Digitate stromatolite (dendrolite) bioherm interbedded with thrombolites in intertidal Copper Ridge Dolomite.","Glumac, B., Walker, K.R. ",1997,"Selective dolomitization of Cambrian microbial carbonate deposits: a key to mechanisms and environments of origin. - ","  ","Palaios ","12 ","98-110 "
1796,2661,"Tazewell, Tennessee ","  ","Cambrian ","Middle Cambrian ","upper Middle Cambrian ",36.45,-83.4833,"Microbes ","United States ","","Several small thrombolitic bioherms in subtidal package, with flat pebble conglomerates and bioturbation. Minor development in overlying intertidal package.","Glumac, B., Walker, K.R. ",1997,"Selective dolomitization of Cambrian microbial carbonate deposits: a key to mechanisms and environments of origin. - ","  ","Palaios ","12 ","98-110 "
1797,2663,"NE Amadeus Basin, N.W.T. ","Shannon ","Cambrian ","Middle Cambrian ","Middle-Upper Cambrian ",-23.9167,134.8333,"Microbes ","Australia ","","Thrombolitic and stromatolitic bioherms. Several horizons.","Kennard, J. M. ",1994,"Thrombolites and stromatolites within shale-carbonate cycles, Middle-Late Cambrian Shannon Formation, Amadeus Basin, central Australia. - ","Bertrand-Sarfati, J. & Monty, C. L. V. ","Phanerozoic stromatolites II ","  ","443-471 "
1798,2664,"South Australia ","  ","Cambrian ","Middle Cambrian ","Middle-Dresbachian ",-32.1667,138.4167,"Microbes ","Australia ","","Position doubtful","Youngs, B. C. ",1977,"The sedimentology of the Cambrian Wirrealpa and Aroona Creek Limestones. - ","  ","Geological Survey of South Australia Bulletin ","47 ","1-73 "
1800,2665,"Mohawk Valley, New York ","Tribes Hill ","Ordovician ","Lower Ordovician ","Tremadocian ",42.75,-75.5,"Microbes ","United States ","","Abstract ref. 1800: Tribes Hill domal thrombolites, termed here microbial reef mounds, occupied the basal part of meter-scale shallowing-upward cycles. They are part of a high-energy facies that a sharp, transgressive surface separates from an underlying low-energy peritidal setting. This erosional surface served as the surface on which one of the reef mounds established itself during initial transgression before further deepening. The others overlie a floor of skeletal grainstone reflecting a high-stand sea-level facies tract. Skeletal grainstone composes the fill between the mounds. One channel and several aggrading hummocks occupy inter-reef mound areas resulting from storm events in a subtidal setting.","Friedman, G. M. ",1996,"Early Ordovician microbial reef mounds of the Tribes Hill Formation, Mohawk Valley, New-York. - ","  ","Carbonates and Evaporites ","11 ","226-240 "
